chinese,thai_meaning,category,hsk_level
翅膀,ปีก,,hsk7
充,"เติม, บรรจุ, เต็ม, เพียงพอ",,hsk7
充当,"ทำหน้าที่เป็น, รับบทเป็น, เป็นตัวแทน",,hsk7
充沛,"มากมาย, อุดมสมบูรณ์, เต็มเปี่ยม",,hsk7
充实,"ทำให้เต็ม, ทำให้สมบูรณ์, เพิ่มพูน",,hsk7
冲刺,"เร่งความเร็ว, พุ่งไปข้างหน้า, สปรินต์",,hsk7
冲洗,"ล้าง, ฉีดล้าง",,hsk7
冲撞,"ชน, ปะทะ, ขัดแย้ง",,hsk7
崇高,"สูงส่ง, ยิ่งใหญ่, ประเสริฐ",,hsk7
崇尚,"ยกย่อง, ชื่นชม, นับถือ",,hsk7
宠,"โปรด, เอ็นดู, ตามใจ",,hsk7
宠爱,"รักใคร่, เอ็นดู, โปรดปราน",,hsk7
抽签,จับฉลาก,,hsk7
仇,"ความแค้น, ความอาฆาต",,hsk7
仇恨,"ความเกลียดชัง, ความแค้น",,hsk7
仇人,"ศัตรู, คนเกลียดชัง",,hsk7
愁眉苦脸,"หน้าตาบึ้งตึง, หน้าตาเศร้าหมอง",,hsk7
稠,"ข้น, หนาแน่น, เหนียว",,hsk7
稠密,"หนาแน่น, หนาทึบ, หนาแน่น",,hsk7
筹,"วางแผน, จัดเตรียม, ระดม",,hsk7
筹办,"จัดการ, จัดเตรียม, ดำเนินการ",,hsk7
筹备,"เตรียมการ, จัดเตรียม, วางแผน",,hsk7
筹措,"ระดม, จัดหา, รวบรวม",,hsk7
筹划,"วางแผน, จัดทำแผน, คิดแผน",,hsk7
筹集,"ระดม, รวบรวม, จัดหา",,hsk7
筹码,"ชิป (การพนัน), หมาก (เกม)",,hsk7
丑恶,"น่าเกลียด, ชั่วร้าย, เลวทราม",,hsk7
丑陋,"น่าเกลียด, ขี้เหร่, อัปลักษณ์",,hsk7
丑闻,"เรื่องอื้อฉาว, ข่าวฉาว",,hsk7
瞅,"มอง, เหลือบมอง, เพ่งมอง",,hsk7
出版社,"สำนักพิมพ์, บริษัทจัดพิมพ์",,hsk7
出厂,"ออกจากโรงงาน, ผลิตออกจากโรงงาน",,hsk7
出丑,"ขายหน้า, ทำขายหน้า, อับอาย",,hsk7
出道,"เปิดตัว, เดบิวต์",,hsk7
出发点,"จุดเริ่มต้น, จุดตั้งต้น, จุดประสงค์",,hsk7
出风头,"เด่น, เป็นที่สนใจ, เรียกร้องความสนใจ",,hsk7
出局,"ตกรอบ, ออกจากการแข่งขัน, แพ้คัดออก",,hsk7
出具,"ออกให้, จัดทำ, ออกเอกสาร",,hsk7
出口成章,"พูดจาฉะฉาน, พูดจาคล่องแคล่ว, พูดได้ดี",,hsk7
出毛病,"มีปัญหา, เสีย, เกิดปัญหา",,hsk7
出难题,"สร้างปัญหา, ตั้งโจทย์ยาก, ทำให้ยุ่งยาก",,hsk7
出人意料,"ไม่คาดฝัน, เกินคาด, น่าประหลาดใจ",,hsk7
出任,"เข้ารับตำแหน่ง, ดำรงตำแหน่ง, รับตำแหน่ง",,hsk7
出山,"ออกจากวงการ, กลับมามีบทบาทอีกครั้ง",,hsk7
出身,"ภูมิหลัง, ที่มา, การเกิด",,hsk7
出示,"แสดง, แสดงให้เห็น, ยื่นให้",,hsk7
出手,"ลงมือ, เริ่มทำ, แสดงฝีมือ",,hsk7
出头,"ออกมา, ปรากฏตัว, เป็นผู้นำ",,hsk7
出土,"ขุดพบ, ค้นพบ (โบราณวัตถุ)",,hsk7
出息,"ความก้าวหน้า, ความสำเร็จ, อนาคตที่ดี",,hsk7
出血,"เลือดออก, เสียเลือด",,hsk7
出演,"แสดง, เล่น (ละคร, ภาพยนตร์)",,hsk7
出洋相,"ทำขายหน้า, ทำเรื่องน่าอาย, ทำตัวตลก",,hsk7
出游,"ท่องเที่ยว, ออกเดินทางท่องเที่ยว",,hsk7
出众,"โดดเด่น, ยอดเยี่ยม, เหนือกว่า",,hsk7
出资,"ลงทุน, ออกทุน, ร่วมทุน",,hsk7
出自,"มาจาก, เกิดจาก, เป็นผลมาจาก",,hsk7
出走,"หนี, หลบหนี, ออกนอกประเทศ",,hsk7
初次,"ครั้งแรก, เป็นครั้งแรก",,hsk7
除此之外,"นอกจากนี้, ยิ่งไปกว่านั้น",,hsk7
除去,"กำจัด, ขจัด, ลบออก",,hsk7
除外,"ยกเว้น, นอกจาก",,hsk7
储蓄,"การออม, เงินออม, สะสม",,hsk7
处方,"ใบสั่งยา, ใบสั่งแพทย์",,hsk7
处境,"สถานการณ์, สภาพ, สภาวะ",,hsk7
处置,"จัดการ, แก้ไข, ดำเนินการ",,hsk7
触动,"สัมผัส, กระทบใจ, สะเทือนใจ",,hsk7
触犯,"ละเมิด, ล่วงละเมิด, ผิดกฎ",,hsk7
触觉,"สัมผัส, การรับรู้ทางสัมผัส",,hsk7
触摸,"สัมผัส, แตะต้อง, ลูบคลำ",,hsk7
触目惊心,"น่าตกใจ, น่าสะพรึงกลัว, ชวนให้ตกใจ",,hsk7
揣,"คาดคะเน, กะประมาณ, คิดในใจ",,hsk7
踹,"เตะ, ถีบ",,hsk7
川流不息,"ไหลหลั่งไม่หยุด, หลั่งไหลไม่ขาดสาย",,hsk7
穿过,"ผ่าน, ทะลุผ่าน, ข้าม",,hsk7
穿小鞋,"กลั่นแกล้ง, ทำให้ลำบาก, ใส่ร้าย",,hsk7
穿着,"การแต่งกาย, เครื่องแต่งกาย, สวมใส่",,hsk7
传承,"สืบทอด, ถ่ายทอด, ส่งต่อ",,hsk7
传记,"ชีวประวัติ, อัตชีวประวัติ",,hsk7
传奇,"ตำนาน, เรื่องเล่าขาน, นิยาย",,hsk7
传染病,"โรคติดต่อ, โรคระบาด",,hsk7
传人,"ผู้สืบทอด, ทายาท",,hsk7
传授,"ถ่ายทอด, สอน, สั่งสอน",,hsk7
传闻,"ข่าวลือ, ข่าวลือ, เรื่องเล่า",,hsk7
船舶,"เรือ, ยานพาหนะทางน้ำ",,hsk7
船桨,"พายเรือ, ไม้พาย",,hsk7
喘,"หอบ, หายใจหอบ, หายใจถี่",,hsk7
喘息,"หอบหายใจ, หายใจหอบ",,hsk7
串门,"แวะเยี่ยมเยียน, ไปมาหาสู่",,hsk7
床位,"เตียง, ที่นอน, เตียงผู้ป่วย",,hsk7
幢,"อาคาร, หลัง (ลักษณนาม)",,hsk7
创,"สร้าง, ก่อ, ทำขึ้น ; บาดเจ็บ, เสียหาย",,hsk7
创始人,"ผู้ก่อตั้ง, ผู้ริเริ่ม",,hsk7
吹了,"ล้มเหลว, พังทลาย, ไม่สำเร็จ",,hsk7
吹捧,"ประจบสอพลอ, ยกยอ, เยินยอ",,hsk7
垂,"ห้อย, แขวน, ย้อยลงมา",,hsk7
垂头丧气,"ห่อเหี่ยว, หมดกำลังใจ, ซึมเศร้า",,hsk7
捶,"ทุบ, ตี, นวด",,hsk7
纯粹,"บริสุทธิ์, แท้, อย่างแท้จริง",,hsk7
纯洁,"บริสุทธิ์, สะอาด, ไร้มลทิน",,hsk7
醇厚,"เข้มข้น, หนักแน่น, กลมกล่อม",,hsk7
蠢,"โง่, ทึ่ม, เซ่อ",,hsk7
戳,"จิ้ม, แทง, ทิ่ม ; ชี้",,hsk7
瓷,"เครื่องปั้นดินเผา, เซรามิก",,hsk7
慈善,"การกุศล, การช่วยเหลือสังคม, ใจบุญ",,hsk7
辞,"กล่าว, พูด, เอ่ย ; ลาออก, ลา",,hsk7
辞呈,"จดหมายลาออก, ใบลาออก",,hsk7
辞去,"ลาออก, ลาออกจากการทำงาน",,hsk7
辞退,"ไล่ออก, เลิกจ้าง",,hsk7
磁卡,"บัตรแม่เหล็ก, บัตรแถบแม่เหล็ก",,hsk7
磁盘,"แผ่นดิสก์, จานแม่เหล็ก",,hsk7
此起彼伏,"เกิดขึ้นสลับกันไปมา, เกิดขึ้นเป็นระยะๆ",,hsk7
次日,"วันรุ่งขึ้น, วันถัดไป",,hsk7
伺机,"รอโอกาส, หาจังหวะ",,hsk7
刺骨,"บาดลึกถึงกระดูก, เย็นยะเยือก",,hsk7
刺绣,"ปัก, เย็บปักถักร้อย",,hsk7
赐,"ประทาน, พระราชทาน, ทรงพระราชทาน",,hsk7
赐教,"ขอคำแนะนำ, ขอความรู้, ขอคำชี้แนะ",,hsk7
匆匆,"รีบร้อน, ลวกๆ, เร่งรีบ",,hsk7
匆忙,"รีบร้อน, ลวกๆ, เร่งรีบ",,hsk7
从今以后,"นับแต่นี้ไป, ต่อจากนี้ไป, ตั้งแต่นี้เป็นต้นไป",,hsk7
从来不,"ไม่เคย, ไม่เคยเลย",,hsk7
从容,"ใจเย็น, สุขุม, ไม่รีบร้อน",,hsk7
从容不迫,"ใจเย็น, สุขุม, ไม่รีบร้อน",,hsk7
从头,"ตั้งแต่ต้น, จากจุดเริ่มต้น",,hsk7
从未,"ไม่เคย, ไม่เคยเลย",,hsk7
从业,"ประกอบอาชีพ, ทำงาน, ประกอบธุรกิจ",,hsk7
从早到晚,"ตั้งแต่เช้าจรดค่ำ, ตลอดวัน",,hsk7
丛林,"ป่าทึบ, ดง, พง",,hsk7
凑,"รวม, รวบรวม, สมทบ",,hsk7
凑巧,"บังเอิญ, โดยบังเอิญ, พอดี",,hsk7
粗暴,"หยาบคาย, รุนแรง, โหดร้าย",,hsk7
粗糙,"หยาบ, ขรุขระ, ไม่ละเอียด",,hsk7
粗略,"คร่าวๆ, โดยประมาณ, อย่างหยาบๆ",,hsk7
粗鲁,"หยาบคาย, ไร้มารยาท, ไม่สุภาพ",,hsk7
粗心大意,"สะเพร่า, เลินเล่อ, ไม่รอบคอบ",,hsk7
促成,"ส่งเสริม, ผลักดัน, ทำให้สำเร็จ",,hsk7
簇拥,"รุมล้อม, ห้อมล้อม, เบียดเสียด",,hsk7
窜,"วิ่งหนี, หลบหนี, กระโดดหนี",,hsk7
催,"เร่ง, กระตุ้น, ผลักดัน",,hsk7
催促,"เร่ง, กระตุ้น, ผลักดัน",,hsk7
催眠,สะกดจิต,,hsk7
脆弱,"เปราะบาง, อ่อนแอ, บอบบาง",,hsk7
